year,cantons,costs_chf,cost_status_label,canton_code,canton_label,population,population_share_66_plus,premium_mean_monthly,premium_median_monthly,insurer_product_count,cost_per_capita,annual_premium_median,annual_premium_mean,premium_to_cost_ratio,cost_status_group,z_cost_per_capita,z_age_66_share,z_premium_median,belastungsindex,belastungsindex_rank_within_year,premium_cost_gap_z
2012,Fribourg,2203076000.0,,FR,Fribourg,291445,0.1340733242978949,366.60340909090905,363.5,88,7559.148381341248,4362.0,4399.240909090909,0.5770491303976804,,-0.5296907087984203,-1.9175490792525687,0.08437544267806879,-0.7925316820655424,22.0,0.6140661514764891
2012,Genève,4285920000.0,,GE,Genève,463101,0.1534136181955988,491.6928571428571,488.0,42,9254.827780548952,5856.0,5900.314285714286,0.6327508343599506,,1.147579021952677,-0.7343204079664992,2.28876049472737,0.8683045611705974,5.0,1.1411814727746932
2012,Glarus,346738000.0,,GL,Glarus,39369,0.170260865147705,325.4446808510638,319.0,47,8807.386522390714,3828.0,3905.336170212766,0.43463517699242654,,0.7049955483617037,0.2963850058915354,-0.703537286769272,0.23027917683790933,10.0,-1.4085328351309756
2012,Graubünden,1558424000.0,,GR,Graubünden,193920,0.1755208333333333,317.94251700680275,316.4,147,8036.427392739274,3796.7999999999997,3815.310204081633,0.4724487405224765,,-0.05759342477482593,0.6181870012597058,-0.749572637253836,-0.02785410008421893,12.0,-0.6919792124790101
2012,Jura,639979000.0,,JU,Jura,70942,0.1770037495418792,406.85,403.9,42,9021.158129175947,4846.799999999999,4882.200000000001,0.5372702629305023,,0.916446277504505,0.7089110090926302,0.7996939655920586,0.824997619002831,6.0,-0.1167523119124464
2012,Luzern,2794850000.0,,LU,Luzern,386082,0.1539647017990996,329.5777777777778,327.0,144,7239.006221476267,3924.0,3954.9333333333334,0.5420633550995582,,-0.8463571461743211,-0.7006054125591534,-0.5618900545090758,-0.7315148531734595,20.0,0.2844670916652453
2012,Neuchâtel,1499248000.0,,NE,Neuchâtel,174554,0.1706348751675699,425.07560975609755,423.0,41,8589.021162505585,5076.0,5100.907317073171,0.5909870174914357,,0.4890009396219691,0.31926673567253705,1.137876732613277,0.6002996266849665,8.0,0.6488757929913079
2012,Nidwalden,280843000.0,,NW,Nidwalden,41584,0.1604222777991535,286.09787234042557,284.0,47,6753.631204309349,3408.0,3433.174468085107,0.5046174268185428,,-1.3264625391732865,-0.30553442187582647,-1.3232439279076298,-1.0193794511676344,24.0,0.003218611265656701
2012,Obwalden,256228000.0,,OW,Obwalden,36115,0.1514883012598643,306.43260869565216,313.0,46,7094.780562093313,3756.0,3677.191304347826,0.52940326584136,,-0.9890169750273899,-0.8521102518914748,-0.8097727109644189,-0.9031338920708726,23.0,0.179244264062971
2012,St. Gallen,3682996000.0,,SG,St. Gallen,487060,0.1558370631954995,333.2027777777778,330.0,144,7561.688498336961,3960.0,3998.4333333333334,0.523692558992733,,-0.5271781693694063,-0.5860553597550124,-0.5087723424115023,-0.5402398697456121,18.0,0.018405826957904048
2012,Schaffhausen,700860000.0,,SH,Schaffhausen,77955,0.1866846257456224,357.8636363636364,358.45,88,8990.571483548201,4301.4,4294.363636363636,0.4784345475558599,,0.8861917052660274,1.301181754719712,-0.005039372686180192,0.7878809506140808,7.0,-0.8912310779522076
2012,Solothurn,2132750000.0,,SO,Solothurn,259283,0.1710563361269346,356.1895833333333,355.6,48,8225.568201540402,4267.200000000001,4274.275,0.5187726726526786,,0.12949391826899503,0.3450514881476411,-0.055501199178874444,0.1479124098706215,11.0,-0.18499511744786948
