year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2012,3,Luzern,Y0T5,0-5 years,69.187,6,,,69187000.0
2013,3,Luzern,Y0T5,0-5 years,77.519,6,,,77519000.0
2014,3,Luzern,Y0T5,0-5 years,74.784,6,,,74784000.0
2015,3,Luzern,Y0T5,0-5 years,78.265,6,,,78265000.0
2016,3,Luzern,Y0T5,0-5 years,82.196,6,,,82196000.0
2017,3,Luzern,Y0T5,0-5 years,84.61,6,,,84610000.0
2018,3,Luzern,Y0T5,0-5 years,79.942,6,,,79942000.0
2019,3,Luzern,Y0T5,0-5 years,84.307,6,,,84307000.0
2020,3,Luzern,Y0T5,0-5 years,84.744,6,,,84744000.0
2021,3,Luzern,Y0T5,0-5 years,98.452,6,,,98452000.0
2022,3,Luzern,Y0T5,0-5 years,99.017,6,,,99017000.0
2023,3,Luzern,Y0T5,0-5 years,95.944,6,,,95944000.0
2024,3,Luzern,Y0T5,0-5 years,97.927,6,,,97927000.0
2011,4,Uri,Y0T5,0-5 years,4.875,6,,,4875000.0
2012,4,Uri,Y0T5,0-5 years,5.123,6,,,5123000.0
2013,4,Uri,Y0T5,0-5 years,5.415,6,,,5415000.0
2014,4,Uri,Y0T5,0-5 years,5.535,6,,,5535000.0
2015,4,Uri,Y0T5,0-5 years,5.612,6,,,5612000.0
2016,4,Uri,Y0T5,0-5 years,5.921,6,,,5921000.0
2017,4,Uri,Y0T5,0-5 years,5.962,6,,,5962000.0
2018,4,Uri,Y0T5,0-5 years,6.681,6,,,6681000.0
2019,4,Uri,Y0T5,0-5 years,6.701,6,,,6701000.0
2020,4,Uri,Y0T5,0-5 years,6.666,6,,,6666000.0
2021,4,Uri,Y0T5,0-5 years,7.68,6,,,7680000.0
2022,4,Uri,Y0T5,0-5 years,8.017,6,,,8016999.999999999
2023,4,Uri,Y0T5,0-5 years,8.339,6,,,8339000.0
2024,4,Uri,Y0T5,0-5 years,8.125,6,,,8125000.0
2011,5,Schwyz,Y0T5,0-5 years,27.189,6,,,27189000.0
2012,5,Schwyz,Y0T5,0-5 years,29.571,6,,,29571000.0
2013,5,Schwyz,Y0T5,0-5 years,31.579,6,,,31579000.0
2014,5,Schwyz,Y0T5,0-5 years,31.845,6,,,31845000.0
2015,5,Schwyz,Y0T5,0-5 years,32.895,6,,,32895000.000000004
2016,5,Schwyz,Y0T5,0-5 years,34.055,6,,,34055000.0
2017,5,Schwyz,Y0T5,0-5 years,34.424,6,,,34424000.0
2018,5,Schwyz,Y0T5,0-5 years,33.165,6,,,33165000.0
2019,5,Schwyz,Y0T5,0-5 years,33.358,6,,,33357999.999999996
2020,5,Schwyz,Y0T5,0-5 years,36.686,6,,,36686000.0
2021,5,Schwyz,Y0T5,0-5 years,36.287,6,,,36287000.0
2022,5,Schwyz,Y0T5,0-5 years,41.992,6,,,41992000.0
2023,5,Schwyz,Y0T5,0-5 years,41.505,6,,,41505000.0
2024,5,Schwyz,Y0T5,0-5 years,35.429,6,,,35429000.0
2011,6,Obwalden,Y0T5,0-5 years,5.773,6,,,5773000.0
2012,6,Obwalden,Y0T5,0-5 years,6.375,6,,,6375000.0
2013,6,Obwalden,Y0T5,0-5 years,6.826,6,,,6826000.0
2014,6,Obwalden,Y0T5,0-5 years,6.718,6,,,6718000.0
2015,6,Obwalden,Y0T5,0-5 years,6.983,6,,,6983000.0
2016,6,Obwalden,Y0T5,0-5 years,7.501,6,,,7501000.0
2017,6,Obwalden,Y0T5,0-5 years,7.285,6,,,7285000.0
2018,6,Obwalden,Y0T5,0-5 years,6.949,6,,,6949000.0
2019,6,Obwalden,Y0T5,0-5 years,7.625,6,,,7625000.0
2020,6,Obwalden,Y0T5,0-5 years,6.884,6,,,6884000.0
2021,6,Obwalden,Y0T5,0-5 years,9.462,6,,,9462000.0
2022,6,Obwalden,Y0T5,0-5 years,7.512,6,,,7512000.0
2023,6,Obwalden,Y0T5,0-5 years,7.528,6,,,7528000.0
2024,6,Obwalden,Y0T5,0-5 years,6.883,6,,,6883000.0
2011,7,Nidwalden,Y0T5,0-5 years,5.623,6,,,5623000.0
2012,7,Nidwalden,Y0T5,0-5 years,6.275,6,,,6275000.0
2013,7,Nidwalden,Y0T5,0-5 years,6.609,6,,,6609000.0
2014,7,Nidwalden,Y0T5,0-5 years,6.694,6,,,6694000.0
2015,7,Nidwalden,Y0T5,0-5 years,7.109,6,,,7109000.0
2016,7,Nidwalden,Y0T5,0-5 years,7.264,6,,,7264000.0
2017,7,Nidwalden,Y0T5,0-5 years,7.414,6,,,7414000.0
2018,7,Nidwalden,Y0T5,0-5 years,8.296,6,,,8295999.999999999
2019,7,Nidwalden,Y0T5,0-5 years,8.948,6,,,8948000.0
2020,7,Nidwalden,Y0T5,0-5 years,7.522,6,,,7522000.0
2021,7,Nidwalden,Y0T5,0-5 years,7.702,6,,,7702000.0
2022,7,Nidwalden,Y0T5,0-5 years,8.485,6,,,8485000.0
2023,7,Nidwalden,Y0T5,0-5 years,7.837,6,,,7837000.0
2024,7,Nidwalden,Y0T5,0-5 years,8.218,6,,,8218000.0
2011,8,Glarus,Y0T5,0-5 years,7.081,6,,,7081000.0
2012,8,Glarus,Y0T5,0-5 years,7.499,6,,,7499000.0
2013,8,Glarus,Y0T5,0-5 years,7.68,6,,,7680000.0
2014,8,Glarus,Y0T5,0-5 years,9.046,6,,,9046000.0
2015,8,Glarus,Y0T5,0-5 years,8.479,6,,,8479000.0
2016,8,Glarus,Y0T5,0-5 years,8.692,6,,,8692000.0
2017,8,Glarus,Y0T5,0-5 years,9.855,6,,,9855000.0
2018,8,Glarus,Y0T5,0-5 years,10.998,6,,,10998000.0
2019,8,Glarus,Y0T5,0-5 years,8.869,6,,,8869000.0
2020,8,Glarus,Y0T5,0-5 years,9.939,6,,,9939000.0
2021,8,Glarus,Y0T5,0-5 years,9.188,6,,,9188000.0
2022,8,Glarus,Y0T5,0-5 years,9.508,6,,,9508000.0
2023,8,Glarus,Y0T5,0-5 years,9.211,6,,,9211000.0
2024,8,Glarus,Y0T5,0-5 years,11.688,6,,,11688000.0
2011,9,Zug,Y0T5,0-5 years,19.214,6,,,19214000.0
2012,9,Zug,Y0T5,0-5 years,20.571,6,,,20571000.0
2013,9,Zug,Y0T5,0-5 years,21.662,6,,,21662000.0
2014,9,Zug,Y0T5,0-5 years,22.412,6,,,22412000.0
2015,9,Zug,Y0T5,0-5 years,23.557,6,,,23557000.0
2016,9,Zug,Y0T5,0-5 years,24.817,6,,,24817000.0
2017,9,Zug,Y0T5,0-5 years,25.322,6,,,25322000.0
2018,9,Zug,Y0T5,0-5 years,24.79,6,,,24790000.0
2019,9,Zug,Y0T5,0-5 years,30.164,6,,,30164000.0
2020,9,Zug,Y0T5,0-5 years,26.292,6,,,26292000.0
2021,9,Zug,Y0T5,0-5 years,26.249,6,,,26249000.0
2022,9,Zug,Y0T5,0-5 years,27.388,6,,,27388000.0
2023,9,Zug,Y0T5,0-5 years,27.504,6,,,27504000.0
2024,9,Zug,Y0T5,0-5 years,26.433,6,,,26433000.0
2011,10,Fribourg,Y0T5,0-5 years,70.316,6,,,70316000.0
2012,10,Fribourg,Y0T5,0-5 years,76.177,6,,,76177000.0
2013,10,Fribourg,Y0T5,0-5 years,80.093,6,,,80093000.0
2014,10,Fribourg,Y0T5,0-5 years,81.668,6,,,81668000.0
2015,10,Fribourg,Y0T5,0-5 years,85.581,6,,,85581000.0
2016,10,Fribourg,Y0T5,0-5 years,87.867,6,,,87867000.0
2017,10,Fribourg,Y0T5,0-5 years,89.552,6,,,89552000.0
2018,10,Fribourg,Y0T5,0-5 years,80.855,6,,,80855000.0
2019,10,Fribourg,Y0T5,0-5 years,77.33,6,,,77330000.0
2020,10,Fribourg,Y0T5,0-5 years,77.521,6,,,77521000.0
2021,10,Fribourg,Y0T5,0-5 years,90.748,6,,,90748000.0
2022,10,Fribourg,Y0T5,0-5 years,101.628,6,,,101628000.0
2023,10,Fribourg,Y0T5,0-5 years,105.07,6,,,105070000.0
2024,10,Fribourg,Y0T5,0-5 years,109.027,6,,,109027000.0
2011,11,Solothurn,Y0T5,0-5 years,44.636,6,,,44636000.0
2012,11,Solothurn,Y0T5,0-5 years,48.681,6,,,48681000.0
2013,11,Solothurn,Y0T5,0-5 years,51.953,6,,,51953000.0
2014,11,Solothurn,Y0T5,0-5 years,52.245,6,,,52245000.0
2015,11,Solothurn,Y0T5,0-5 years,54.588,6,,,54588000.0
2016,11,Solothurn,Y0T5,0-5 years,56.628,6,,,56628000.0
2017,11,Solothurn,Y0T5,0-5 years,57.667,6,,,57667000.0
2018,11,Solothurn,Y0T5,0-5 years,55.755,6,,,55755000.0
2019,11,Solothurn,Y0T5,0-5 years,58.022,6,,,58022000.0
2020,11,Solothurn,Y0T5,0-5 years,57.839,6,,,57839000.0
2021,11,Solothurn,Y0T5,0-5 years,63.475,6,,,63475000.0
2022,11,Solothurn,Y0T5,0-5 years,65.35,6,,,65349999.99999999
2023,11,Solothurn,Y0T5,0-5 years,64.903,6,,,64903000.00000001
2024,11,Solothurn,Y0T5,0-5 years,65.711,6,,,65711000.0
2011,12,Basel-Stadt,Y0T5,0-5 years,37.134,6,,,37134000.0
2012,12,Basel-Stadt,Y0T5,0-5 years,37.72,6,,,37720000.0
2013,12,Basel-Stadt,Y0T5,0-5 years,39.856,6,,,39856000.0
2014,12,Basel-Stadt,Y0T5,0-5 years,42.09,6,,,42090000.0
2015,12,Basel-Stadt,Y0T5,0-5 years,41.785,6,,,41785000.0
2016,12,Basel-Stadt,Y0T5,0-5 years,44.562,6,,,44562000.0
2017,12,Basel-Stadt,Y0T5,0-5 years,45.459,6,,,45459000.0
2018,12,Basel-Stadt,Y0T5,0-5 years,47.937,6,,,47937000.0
2019,12,Basel-Stadt,Y0T5,0-5 years,52.22,6,,,52220000.0
2020,12,Basel-Stadt,Y0T5,0-5 years,50.866,6,,,50866000.0
2021,12,Basel-Stadt,Y0T5,0-5 years,55.548,6,,,55548000.0
2022,12,Basel-Stadt,Y0T5,0-5 years,52.972,6,,,52972000.0
2023,12,Basel-Stadt,Y0T5,0-5 years,54.363,6,,,54363000.0
2024,12,Basel-Stadt,Y0T5,0-5 years,52.808,6,,,52808000.0
2011,13,Basel-Landschaft,Y0T5,0-5 years,50.534,6,,,50534000.0
2012,13,Basel-Landschaft,Y0T5,0-5 years,52.773,6,,,52773000.0
2013,13,Basel-Landschaft,Y0T5,0-5 years,53.663,6,,,53663000.0
2014,13,Basel-Landschaft,Y0T5,0-5 years,54.938,6,,,54938000.0
2015,13,Basel-Landschaft,Y0T5,0-5 years,57.299,6,,,57299000.0
2016,13,Basel-Landschaft,Y0T5,0-5 years,62.097,6,,,62097000.0
2017,13,Basel-Landschaft,Y0T5,0-5 years,74.25,6,,,74250000.0
2018,13,Basel-Landschaft,Y0T5,0-5 years,71.56,6,,,71560000.0
2019,13,Basel-Landschaft,Y0T5,0-5 years,66.459,6,,,66459000.0
2020,13,Basel-Landschaft,Y0T5,0-5 years,70.363,6,,,70363000.0
2021,13,Basel-Landschaft,Y0T5,0-5 years,71.067,6,,,71067000.0
2022,13,Basel-Landschaft,Y0T5,0-5 years,76.467,6,,,76467000.0
2023,13,Basel-Landschaft,Y0T5,0-5 years,70.735,6,,,70735000.0
2024,13,Basel-Landschaft,Y0T5,0-5 years,75.71,6,,,75710000.0
2011,14,Schaffhausen,Y0T5,0-5 years,12.383,6,,,12383000.0
2012,14,Schaffhausen,Y0T5,0-5 years,13.683,6,,,13683000.0
2013,14,Schaffhausen,Y0T5,0-5 years,14.257,6,,,14257000.0
2014,14,Schaffhausen,Y0T5,0-5 years,14.798,6,,,14798000.0
2015,14,Schaffhausen,Y0T5,0-5 years,16.618,6,,,16617999.999999998
2016,14,Schaffhausen,Y0T5,0-5 years,15.296,6,,,15296000.0
2017,14,Schaffhausen,Y0T5,0-5 years,15.684,6,,,15684000.0
2018,14,Schaffhausen,Y0T5,0-5 years,16.169,6,,,16169000.0
2019,14,Schaffhausen,Y0T5,0-5 years,16.313,6,,,16312999.999999998
2020,14,Schaffhausen,Y0T5,0-5 years,16.398,6,,,16398000.0
2021,14,Schaffhausen,Y0T5,0-5 years,21.537,6,,,21537000.0
2022,14,Schaffhausen,Y0T5,0-5 years,21.402,6,,,21402000.0
2023,14,Schaffhausen,Y0T5,0-5 years,19.086,6,,,19086000.0
2024,14,Schaffhausen,Y0T5,0-5 years,19.046,6,,,19046000.0
2011,15,Appenzell Ausserrhoden,Y0T5,0-5 years,7.264,6,,,7264000.0
2012,15,Appenzell Ausserrhoden,Y0T5,0-5 years,7.838,6,,,7838000.0
2013,15,Appenzell Ausserrhoden,Y0T5,0-5 years,8.278,6,,,8278000.000000001
2014,15,Appenzell Ausserrhoden,Y0T5,0-5 years,8.65,6,,,8650000.0
2015,15,Appenzell Ausserrhoden,Y0T5,0-5 years,9.277,6,,,9277000.0
2016,15,Appenzell Ausserrhoden,Y0T5,0-5 years,9.948,6,,,9948000.0
2017,15,Appenzell Ausserrhoden,Y0T5,0-5 years,10.283,6,,,10283000.0
2018,15,Appenzell Ausserrhoden,Y0T5,0-5 years,12.687,6,,,12687000.0
2019,15,Appenzell Ausserrhoden,Y0T5,0-5 years,12.598,6,,,12598000.0
2020,15,Appenzell Ausserrhoden,Y0T5,0-5 years,10.196,6,,,10196000.0
2021,15,Appenzell Ausserrhoden,Y0T5,0-5 years,11.19,6,,,11190000.0
2022,15,Appenzell Ausserrhoden,Y0T5,0-5 years,11.689,6,,,11689000.0
2023,15,Appenzell Ausserrhoden,Y0T5,0-5 years,12.16,6,,,12160000.0
2024,15,Appenzell Ausserrhoden,Y0T5,0-5 years,10.337,6,,,10337000.0
2011,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.085,6,,,2085000.0
2012,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.313,6,,,2313000.0
2013,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.458,6,,,2458000.0
2014,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.468,6,,,2468000.0
2015,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.548,6,,,2548000.0
2016,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.847,6,,,2847000.0
2017,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.898,6,,,2898000.0
2018,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.473,6,,,2473000.0
2019,16,Appenzell Innerrhoden,Y0T5,0-5 years,2.533,6,,,2533000.0
2020,16,Appenzell Innerrhoden,Y0T5,0-5 years,3.026,6,,,3026000.0
2021,16,Appenzell Innerrhoden,Y0T5,0-5 years,3.259,6,,,3259000.0
2022,16,Appenzell Innerrhoden,Y0T5,0-5 years,3.338,6,,,3338000.0
2023,16,Appenzell Innerrhoden,Y0T5,0-5 years,3.614,6,,,3614000.0
2024,16,Appenzell Innerrhoden,Y0T5,0-5 years,4.335,6,,,4335000.0
2011,17,St. Gallen,Y0T5,0-5 years,85.336,6,,,85336000.0
2012,17,St. Gallen,Y0T5,0-5 years,92.257,6,,,92257000.0
2013,17,St. Gallen,Y0T5,0-5 years,96.651,6,,,96651000.0
2014,17,St. Gallen,Y0T5,0-5 years,100.408,6,,,100408000.0
2015,17,St. Gallen,Y0T5,0-5 years,104.335,6,,,104335000.0
2016,17,St. Gallen,Y0T5,0-5 years,112.346,6,,,112346000.0
2017,17,St. Gallen,Y0T5,0-5 years,113.829,6,,,113829000.0
2018,17,St. Gallen,Y0T5,0-5 years,113.119,6,,,113119000.0
2019,17,St. Gallen,Y0T5,0-5 years,108.964,6,,,108964000.0
2020,17,St. Gallen,Y0T5,0-5 years,115.14,6,,,115140000.0
2021,17,St. Gallen,Y0T5,0-5 years,126.581,6,,,126581000.0
2022,17,St. Gallen,Y0T5,0-5 years,132.881,6,,,132881000.0
2023,17,St. Gallen,Y0T5,0-5 years,124.014,6,,,124014000.0
2024,17,St. Gallen,Y0T5,0-5 years,124.162,6,,,124162000.0
2011,18,Graubünden,Y0T5,0-5 years,36.936,6,,,36936000.0
2012,18,Graubünden,Y0T5,0-5 years,39.616,6,,,39616000.0
2013,18,Graubünden,Y0T5,0-5 years,41.668,6,,,41668000.0
2014,18,Graubünden,Y0T5,0-5 years,42.117,6,,,42117000.0
2015,18,Graubünden,Y0T5,0-5 years,43.631,6,,,43631000.0
2016,18,Graubünden,Y0T5,0-5 years,45.15,6,,,45150000.0
2017,18,Graubünden,Y0T5,0-5 years,46.117,6,,,46117000.0
2018,18,Graubünden,Y0T5,0-5 years,44.831,6,,,44831000.0
2019,18,Graubünden,Y0T5,0-5 years,47.322,6,,,47322000.0
2020,18,Graubünden,Y0T5,0-5 years,42.415,6,,,42415000.0
2021,18,Graubünden,Y0T5,0-5 years,48.725,6,,,48725000.0
2022,18,Graubünden,Y0T5,0-5 years,44.601,6,,,44601000.0
2023,18,Graubünden,Y0T5,0-5 years,41.488,6,,,41488000.0
2024,18,Graubünden,Y0T5,0-5 years,41.382,6,,,41382000.0
2011,19,Aargau,Y0T5,0-5 years,117.719,6,,,117719000.0
2012,19,Aargau,Y0T5,0-5 years,123.575,6,,,123575000.0
2013,19,Aargau,Y0T5,0-5 years,134.027,6,,,134026999.99999999
2014,19,Aargau,Y0T5,0-5 years,134.52,6,,,134520000.0
2015,19,Aargau,Y0T5,0-5 years,141.062,6,,,141062000.0
2016,19,Aargau,Y0T5,0-5 years,147.476,6,,,147476000.0
2017,19,Aargau,Y0T5,0-5 years,150.214,6,,,150214000.0
2018,19,Aargau,Y0T5,0-5 years,152.32,6,,,152320000.0
2019,19,Aargau,Y0T5,0-5 years,167.402,6,,,167402000.0
2020,19,Aargau,Y0T5,0-5 years,151.969,6,,,151969000.0
2021,19,Aargau,Y0T5,0-5 years,170.969,6,,,170969000.0
2022,19,Aargau,Y0T5,0-5 years,190.309,6,,,190309000.0
2023,19,Aargau,Y0T5,0-5 years,196.796,6,,,196796000.0
2024,19,Aargau,Y0T5,0-5 years,173.996,6,,,173996000.0
2011,20,Thurgau,Y0T5,0-5 years,39.123,6,,,39123000.0
2012,20,Thurgau,Y0T5,0-5 years,41.561,6,,,41561000.0
2013,20,Thurgau,Y0T5,0-5 years,44.104,6,,,44104000.0
2014,20,Thurgau,Y0T5,0-5 years,45.362,6,,,45362000.0
2015,20,Thurgau,Y0T5,0-5 years,47.231,6,,,47231000.0
2016,20,Thurgau,Y0T5,0-5 years,50.445,6,,,50445000.0
2017,20,Thurgau,Y0T5,0-5 years,51.657,6,,,51657000.0
2018,20,Thurgau,Y0T5,0-5 years,60.562,6,,,60562000.0
2019,20,Thurgau,Y0T5,0-5 years,60.483,6,,,60483000.0
2020,20,Thurgau,Y0T5,0-5 years,59.247,6,,,59247000.0
2021,20,Thurgau,Y0T5,0-5 years,64.615,6,,,64614999.99999999
2022,20,Thurgau,Y0T5,0-5 years,65.599,6,,,65599000.00000001
2023,20,Thurgau,Y0T5,0-5 years,63.975,6,,,63975000.0
2024,20,Thurgau,Y0T5,0-5 years,66.109,6,,,66108999.99999999
2011,21,Ticino,Y0T5,0-5 years,57.643,6,,,57643000.0
2012,21,Ticino,Y0T5,0-5 years,58.938,6,,,58938000.0
2013,21,Ticino,Y0T5,0-5 years,61.282,6,,,61282000.0
2014,21,Ticino,Y0T5,0-5 years,63.747,6,,,63747000.0
2015,21,Ticino,Y0T5,0-5 years,65.265,6,,,65265000.0
2016,21,Ticino,Y0T5,0-5 years,66.565,6,,,66565000.0
2017,21,Ticino,Y0T5,0-5 years,68.13,6,,,68130000.0
2018,21,Ticino,Y0T5,0-5 years,71.694,6,,,71694000.0
2019,21,Ticino,Y0T5,0-5 years,71.882,6,,,71882000.0
2020,21,Ticino,Y0T5,0-5 years,70.268,6,,,70268000.0
2021,21,Ticino,Y0T5,0-5 years,73.667,6,,,73667000.0
2022,21,Ticino,Y0T5,0-5 years,79.554,6,,,79554000.0
2023,21,Ticino,Y0T5,0-5 years,76.406,6,,,76406000.0
2024,21,Ticino,Y0T5,0-5 years,80.814,6,,,80814000.0
2011,22,Vaud,Y0T5,0-5 years,196.929,6,,,196929000.0
2012,22,Vaud,Y0T5,0-5 years,207.376,6,,,207376000.0
2013,22,Vaud,Y0T5,0-5 years,214.275,6,,,214275000.0
2014,22,Vaud,Y0T5,0-5 years,222.386,6,,,222386000.0
2015,22,Vaud,Y0T5,0-5 years,228.945,6,,,228945000.0
2016,22,Vaud,Y0T5,0-5 years,235.468,6,,,235468000.0
2017,22,Vaud,Y0T5,0-5 years,242.771,6,,,242771000.0
2018,22,Vaud,Y0T5,0-5 years,246.072,6,,,246072000.0
2019,22,Vaud,Y0T5,0-5 years,236.662,6,,,236662000.0
2020,22,Vaud,Y0T5,0-5 years,234.12,6,,,234120000.0
2021,22,Vaud,Y0T5,0-5 years,261.857,6,,,261857000.00000003
2022,22,Vaud,Y0T5,0-5 years,272.965,6,,,272965000.0
2023,22,Vaud,Y0T5,0-5 years,270.986,6,,,270986000.0
2024,22,Vaud,Y0T5,0-5 years,272.52,6,,,272520000.0
2011,23,Valais,Y0T5,0-5 years,60.279,6,,,60279000.0
2012,23,Valais,Y0T5,0-5 years,62.607,6,,,62607000.0
2013,23,Valais,Y0T5,0-5 years,65.972,6,,,65971999.99999999
2014,23,Valais,Y0T5,0-5 years,66.667,6,,,66667000.0
2015,23,Valais,Y0T5,0-5 years,69.573,6,,,69573000.0
2016,23,Valais,Y0T5,0-5 years,85.346,6,,,85346000.0
2017,23,Valais,Y0T5,0-5 years,73.638,6,,,73638000.0
2018,23,Valais,Y0T5,0-5 years,83.301,6,,,83301000.0
2019,23,Valais,Y0T5,0-5 years,81.99,6,,,81990000.0
2020,23,Valais,Y0T5,0-5 years,81.581,6,,,81581000.0
2021,23,Valais,Y0T5,0-5 years,79.366,6,,,79366000.0
2022,23,Valais,Y0T5,0-5 years,87.649,6,,,87649000.0
2023,23,Valais,Y0T5,0-5 years,106.976,6,,,106976000.0
2024,23,Valais,Y0T5,0-5 years,72.525,6,,,72525000.0
2011,24,Neuchâtel,Y0T5,0-5 years,34.212,6,,,34212000.0
2012,24,Neuchâtel,Y0T5,0-5 years,36.177,6,,,36177000.0
2013,24,Neuchâtel,Y0T5,0-5 years,37.332,6,,,37332000.0
2014,24,Neuchâtel,Y0T5,0-5 years,37.943,6,,,37943000.0
2015,24,Neuchâtel,Y0T5,0-5 years,38.98,6,,,38980000.0
2016,24,Neuchâtel,Y0T5,0-5 years,41.116,6,,,41116000.0
2017,24,Neuchâtel,Y0T5,0-5 years,42.644,6,,,42644000.0
2018,24,Neuchâtel,Y0T5,0-5 years,43.875,6,,,43875000.0
2019,24,Neuchâtel,Y0T5,0-5 years,40.774,6,,,40774000.0
2020,24,Neuchâtel,Y0T5,0-5 years,38.634,6,,,38634000.0
2021,24,Neuchâtel,Y0T5,0-5 years,45.324,6,,,45324000.0
2022,24,Neuchâtel,Y0T5,0-5 years,48.502,6,,,48502000.0
2023,24,Neuchâtel,Y0T5,0-5 years,45.602,6,,,45602000.0
2024,24,Neuchâtel,Y0T5,0-5 years,48.557,6,,,48557000.0
2011,25,Genève,Y0T5,0-5 years,137.068,6,,,137068000.0
2012,25,Genève,Y0T5,0-5 years,144.177,6,,,144177000.0
2013,25,Genève,Y0T5,0-5 years,149.529,6,,,149529000.0
2014,25,Genève,Y0T5,0-5 years,152.818,6,,,152818000.0
2015,25,Genève,Y0T5,0-5 years,160.225,6,,,160225000.0
2016,25,Genève,Y0T5,0-5 years,167.95,6,,,167950000.0
2017,25,Genève,Y0T5,0-5 years,172.178,6,,,172178000.0
2018,25,Genève,Y0T5,0-5 years,175.166,6,,,175166000.0
2019,25,Genève,Y0T5,0-5 years,180.957,6,,,180957000.0
2020,25,Genève,Y0T5,0-5 years,160.85,6,,,160850000.0
2021,25,Genève,Y0T5,0-5 years,179.757,6,,,179757000.0
2022,25,Genève,Y0T5,0-5 years,183.269,6,,,183269000.0
2023,25,Genève,Y0T5,0-5 years,190.656,6,,,190656000.0
2024,25,Genève,Y0T5,0-5 years,194.317,6,,,194317000.0
2011,26,Jura,Y0T5,0-5 years,13.33,6,,,13330000.0
2012,26,Jura,Y0T5,0-5 years,13.759,6,,,13759000.0
2013,26,Jura,Y0T5,0-5 years,14.65,6,,,14650000.0
2014,26,Jura,Y0T5,0-5 years,15.325,6,,,15325000.0
2015,26,Jura,Y0T5,0-5 years,15.295,6,,,15295000.0
2016,26,Jura,Y0T5,0-5 years,16.205,6,,,16204999.999999998
2017,26,Jura,Y0T5,0-5 years,16.111,6,,,16111000.0
2018,26,Jura,Y0T5,0-5 years,16.713,6,,,16713000.000000002
2019,26,Jura,Y0T5,0-5 years,17.608,6,,,17608000.0
2020,26,Jura,Y0T5,0-5 years,21.35,6,,,21350000.0
2021,26,Jura,Y0T5,0-5 years,21.049,6,,,21049000.0
2022,26,Jura,Y0T5,0-5 years,23.091,6,,,23091000.0
2023,26,Jura,Y0T5,0-5 years,20.924,6,,,20924000.0
2024,26,Jura,Y0T5,0-5 years,18.134,6,,,18134000.0
2011,_T,Total,Y6T10,6-10 years,753.178,6,,,753178000.0
2012,_T,Total,Y6T10,6-10 years,759.511,6,,,759511000.0
2013,_T,Total,Y6T10,6-10 years,816.659,6,,,816659000.0
2014,_T,Total,Y6T10,6-10 years,834.784,6,,,834784000.0
2015,_T,Total,Y6T10,6-10 years,864.73,6,,,864730000.0
2016,_T,Total,Y6T10,6-10 years,943.082,6,,,943082000.0
2017,_T,Total,Y6T10,6-10 years,938.985,6,,,938985000.0
2018,_T,Total,Y6T10,6-10 years,960.917,6,,,960917000.0
2019,_T,Total,Y6T10,6-10 years,1014.511,6,,,1014511000.0
2020,_T,Total,Y6T10,6-10 years,1051.279,6,,,1051279000.0
2021,_T,Total,Y6T10,6-10 years,1151.762,6,,,1151762000.0
2022,_T,Total,Y6T10,6-10 years,1210.193,6,,,1210193000.0
2023,_T,Total,Y6T10,6-10 years,1224.596,6,,,1224596000.0
2024,_T,Total,Y6T10,6-10 years,1255.321,6,,,1255321000.0
2011,1,Zürich,Y6T10,6-10 years,128.961,6,,,128961000.00000001
2012,1,Zürich,Y6T10,6-10 years,128.895,6,,,128895000.00000001
2013,1,Zürich,Y6T10,6-10 years,141.168,6,,,141168000.0
2014,1,Zürich,Y6T10,6-10 years,143.425,6,,,143425000.0
2015,1,Zürich,Y6T10,6-10 years,148.934,6,,,148934000.0
2016,1,Zürich,Y6T10,6-10 years,163.661,6,,,163661000.0
2017,1,Zürich,Y6T10,6-10 years,161.778,6,,,161778000.0
2018,1,Zürich,Y6T10,6-10 years,160.172,6,,,160172000.0
2019,1,Zürich,Y6T10,6-10 years,172.446,6,,,172446000.0
2020,1,Zürich,Y6T10,6-10 years,178.379,6,,,178379000.0
2021,1,Zürich,Y6T10,6-10 years,197.206,6,,,197206000.0
2022,1,Zürich,Y6T10,6-10 years,206.202,6,,,206202000.0
2023,1,Zürich,Y6T10,6-10 years,212.38,6,,,212380000.0
2024,1,Zürich,Y6T10,6-10 years,220.259,6,,,220259000.0
2011,2,Bern,Y6T10,6-10 years,85.21,6,,,85210000.0
2012,2,Bern,Y6T10,6-10 years,84.383,6,,,84383000.0
2013,2,Bern,Y6T10,6-10 years,90.955,6,,,90955000.0
2014,2,Bern,Y6T10,6-10 years,92.13,6,,,92130000.0
2015,2,Bern,Y6T10,6-10 years,96.527,6,,,96527000.0
2016,2,Bern,Y6T10,6-10 years,103.146,6,,,103146000.0
2017,2,Bern,Y6T10,6-10 years,103.274,6,,,103274000.0
2018,2,Bern,Y6T10,6-10 years,110.938,6,,,110938000.0
2019,2,Bern,Y6T10,6-10 years,114.33,6,,,114330000.0
