year,canton_label,cantons,age_label,age,cost_raw,mult,cost_status_label,cost_status,costs_chf
2015,11,Solothurn,Y46T50,46-50 years,139.319,6,,,139319000.0
2016,11,Solothurn,Y46T50,46-50 years,138.539,6,,,138539000.0
2017,11,Solothurn,Y46T50,46-50 years,143.81,6,,,143810000.0
2018,11,Solothurn,Y46T50,46-50 years,138.412,6,,,138412000.0
2019,11,Solothurn,Y46T50,46-50 years,136.266,6,,,136266000.0
2020,11,Solothurn,Y46T50,46-50 years,134.029,6,,,134029000.0
2021,11,Solothurn,Y46T50,46-50 years,139.273,6,,,139273000.0
2022,11,Solothurn,Y46T50,46-50 years,134.45,6,,,134450000.0
2023,11,Solothurn,Y46T50,46-50 years,133.574,6,,,133574000.00000001
2024,11,Solothurn,Y46T50,46-50 years,138.018,6,,,138018000.0
2011,12,Basel-Stadt,Y46T50,46-50 years,110.799,6,,,110799000.0
2012,12,Basel-Stadt,Y46T50,46-50 years,109.815,6,,,109815000.0
2013,12,Basel-Stadt,Y46T50,46-50 years,111.45,6,,,111450000.0
2014,12,Basel-Stadt,Y46T50,46-50 years,113.467,6,,,113467000.0
2015,12,Basel-Stadt,Y46T50,46-50 years,115.68,6,,,115680000.0
2016,12,Basel-Stadt,Y46T50,46-50 years,119.465,6,,,119465000.0
2017,12,Basel-Stadt,Y46T50,46-50 years,122.155,6,,,122155000.0
2018,12,Basel-Stadt,Y46T50,46-50 years,121.707,6,,,121707000.0
2019,12,Basel-Stadt,Y46T50,46-50 years,121.13,6,,,121130000.0
2020,12,Basel-Stadt,Y46T50,46-50 years,120.137,6,,,120137000.0
2021,12,Basel-Stadt,Y46T50,46-50 years,124.582,6,,,124582000.0
2022,12,Basel-Stadt,Y46T50,46-50 years,124.914,6,,,124914000.0
2023,12,Basel-Stadt,Y46T50,46-50 years,129.554,6,,,129554000.0
2024,12,Basel-Stadt,Y46T50,46-50 years,128.769,6,,,128769000.0
2011,13,Basel-Landschaft,Y46T50,46-50 years,142.004,6,,,142004000.0
2012,13,Basel-Landschaft,Y46T50,46-50 years,145.823,6,,,145823000.0
2013,13,Basel-Landschaft,Y46T50,46-50 years,149.712,6,,,149712000.0
2014,13,Basel-Landschaft,Y46T50,46-50 years,150.769,6,,,150769000.0
2015,13,Basel-Landschaft,Y46T50,46-50 years,156.058,6,,,156058000.0
2016,13,Basel-Landschaft,Y46T50,46-50 years,163.289,6,,,163289000.0
2017,13,Basel-Landschaft,Y46T50,46-50 years,165.281,6,,,165281000.0
2018,13,Basel-Landschaft,Y46T50,46-50 years,165.513,6,,,165513000.0
2019,13,Basel-Landschaft,Y46T50,46-50 years,163.516,6,,,163516000.0
2020,13,Basel-Landschaft,Y46T50,46-50 years,155.488,6,,,155488000.0
2021,13,Basel-Landschaft,Y46T50,46-50 years,170.893,6,,,170893000.0
2022,13,Basel-Landschaft,Y46T50,46-50 years,165.34,6,,,165340000.0
2023,13,Basel-Landschaft,Y46T50,46-50 years,164.993,6,,,164993000.0
2024,13,Basel-Landschaft,Y46T50,46-50 years,166.577,6,,,166577000.0
2011,14,Schaffhausen,Y46T50,46-50 years,38.348,6,,,38348000.0
2012,14,Schaffhausen,Y46T50,46-50 years,37.257,6,,,37257000.0
2013,14,Schaffhausen,Y46T50,46-50 years,37.635,6,,,37635000.0
2014,14,Schaffhausen,Y46T50,46-50 years,36.503,6,,,36503000.0
2015,14,Schaffhausen,Y46T50,46-50 years,37.345,6,,,37345000.0
2016,14,Schaffhausen,Y46T50,46-50 years,39.264,6,,,39264000.0
2017,14,Schaffhausen,Y46T50,46-50 years,42.121,6,,,42121000.0
2018,14,Schaffhausen,Y46T50,46-50 years,42.703,6,,,42703000.0
2019,14,Schaffhausen,Y46T50,46-50 years,44.19,6,,,44190000.0
2020,14,Schaffhausen,Y46T50,46-50 years,40.695,6,,,40695000.0
2021,14,Schaffhausen,Y46T50,46-50 years,44.082,6,,,44082000.0
2022,14,Schaffhausen,Y46T50,46-50 years,42.057,6,,,42057000.0
2023,14,Schaffhausen,Y46T50,46-50 years,40.903,6,,,40903000.0
2024,14,Schaffhausen,Y46T50,46-50 years,41.354,6,,,41354000.0
2011,15,Appenzell Ausserrhoden,Y46T50,46-50 years,22.334,6,,,22334000.0
2012,15,Appenzell Ausserrhoden,Y46T50,46-50 years,22.604,6,,,22604000.0
2013,15,Appenzell Ausserrhoden,Y46T50,46-50 years,23.24,6,,,23240000.0
2014,15,Appenzell Ausserrhoden,Y46T50,46-50 years,22.998,6,,,22998000.0
2015,15,Appenzell Ausserrhoden,Y46T50,46-50 years,23.982,6,,,23982000.0
2016,15,Appenzell Ausserrhoden,Y46T50,46-50 years,25.262,6,,,25262000.0
2017,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.141,6,,,24141000.0
2018,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.213,6,,,24213000.0
2019,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.362,6,,,24362000.0
2020,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.683,6,,,24683000.0
2021,15,Appenzell Ausserrhoden,Y46T50,46-50 years,25.505,6,,,25505000.0
2022,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.786,6,,,24786000.0
2023,15,Appenzell Ausserrhoden,Y46T50,46-50 years,23.84,6,,,23840000.0
2024,15,Appenzell Ausserrhoden,Y46T50,46-50 years,24.224,6,,,24224000.0
2011,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.205,6,,,4205000.0
2012,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.145,6,,,4144999.9999999995
2013,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.375,6,,,4375000.0
2014,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.954,6,,,4954000.0
2015,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.85,6,,,4850000.0
2016,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.943,6,,,4943000.0
2017,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.937,6,,,4937000.0
2018,16,Appenzell Innerrhoden,Y46T50,46-50 years,5.065,6,,,5065000.0
2019,16,Appenzell Innerrhoden,Y46T50,46-50 years,5.588,6,,,5588000.0
2020,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.587,6,,,4587000.0
2021,16,Appenzell Innerrhoden,Y46T50,46-50 years,5.1,6,,,5100000.0
2022,16,Appenzell Innerrhoden,Y46T50,46-50 years,5.152,6,,,5152000.0
2023,16,Appenzell Innerrhoden,Y46T50,46-50 years,4.747,6,,,4747000.0
2024,16,Appenzell Innerrhoden,Y46T50,46-50 years,5.134,6,,,5134000.0
2011,17,St. Gallen,Y46T50,46-50 years,217.148,6,,,217148000.0
2012,17,St. Gallen,Y46T50,46-50 years,213.052,6,,,213052000.0
2013,17,St. Gallen,Y46T50,46-50 years,225.713,6,,,225713000.0
2014,17,St. Gallen,Y46T50,46-50 years,230.778,6,,,230778000.0
2015,17,St. Gallen,Y46T50,46-50 years,231.28,6,,,231280000.0
2016,17,St. Gallen,Y46T50,46-50 years,235.083,6,,,235083000.0
2017,17,St. Gallen,Y46T50,46-50 years,249.981,6,,,249981000.0
2018,17,St. Gallen,Y46T50,46-50 years,252.05,6,,,252050000.0
2019,17,St. Gallen,Y46T50,46-50 years,245.088,6,,,245088000.0
2020,17,St. Gallen,Y46T50,46-50 years,233.593,6,,,233593000.0
2021,17,St. Gallen,Y46T50,46-50 years,255.141,6,,,255141000.0
2022,17,St. Gallen,Y46T50,46-50 years,242.255,6,,,242255000.0
2023,17,St. Gallen,Y46T50,46-50 years,241.21,6,,,241210000.0
2024,17,St. Gallen,Y46T50,46-50 years,234.785,6,,,234785000.0
2011,18,Graubünden,Y46T50,46-50 years,84.382,6,,,84382000.0
2012,18,Graubünden,Y46T50,46-50 years,83.077,6,,,83077000.0
2013,18,Graubünden,Y46T50,46-50 years,89.382,6,,,89382000.0
2014,18,Graubünden,Y46T50,46-50 years,91.062,6,,,91062000.0
2015,18,Graubünden,Y46T50,46-50 years,92.771,6,,,92771000.0
2016,18,Graubünden,Y46T50,46-50 years,94.495,6,,,94495000.0
2017,18,Graubünden,Y46T50,46-50 years,98.732,6,,,98732000.0
2018,18,Graubünden,Y46T50,46-50 years,94.018,6,,,94018000.0
2019,18,Graubünden,Y46T50,46-50 years,90.758,6,,,90758000.0
2020,18,Graubünden,Y46T50,46-50 years,195.646,6,,,195646000.0
2021,18,Graubünden,Y46T50,46-50 years,98.103,6,,,98103000.0
2022,18,Graubünden,Y46T50,46-50 years,104.182,6,,,104182000.0
2023,18,Graubünden,Y46T50,46-50 years,93.976,6,,,93976000.0
2024,18,Graubünden,Y46T50,46-50 years,90.661,6,,,90661000.0
2011,19,Aargau,Y46T50,46-50 years,324.294,6,,,324294000.0
2012,19,Aargau,Y46T50,46-50 years,321.871,6,,,321871000.0
2013,19,Aargau,Y46T50,46-50 years,333.242,6,,,333242000.0
2014,19,Aargau,Y46T50,46-50 years,335.256,6,,,335256000.0
2015,19,Aargau,Y46T50,46-50 years,322.97,6,,,322970000.0
2016,19,Aargau,Y46T50,46-50 years,328.966,6,,,328966000.0
2017,19,Aargau,Y46T50,46-50 years,342.255,6,,,342255000.0
2018,19,Aargau,Y46T50,46-50 years,339.245,6,,,339245000.0
2019,19,Aargau,Y46T50,46-50 years,338.102,6,,,338102000.0
2020,19,Aargau,Y46T50,46-50 years,338.071,6,,,338071000.0
2021,19,Aargau,Y46T50,46-50 years,360.583,6,,,360583000.0
2022,19,Aargau,Y46T50,46-50 years,351.465,6,,,351465000.0
2023,19,Aargau,Y46T50,46-50 years,359.448,6,,,359448000.0
2024,19,Aargau,Y46T50,46-50 years,342.458,6,,,342458000.0
2011,20,Thurgau,Y46T50,46-50 years,115.378,6,,,115378000.0
2012,20,Thurgau,Y46T50,46-50 years,114.836,6,,,114836000.0
2013,20,Thurgau,Y46T50,46-50 years,120.663,6,,,120663000.0
2014,20,Thurgau,Y46T50,46-50 years,122.652,6,,,122652000.0
2015,20,Thurgau,Y46T50,46-50 years,124.295,6,,,124295000.0
2016,20,Thurgau,Y46T50,46-50 years,128.051,6,,,128050999.99999999
2017,20,Thurgau,Y46T50,46-50 years,131.725,6,,,131725000.0
2018,20,Thurgau,Y46T50,46-50 years,127.203,6,,,127203000.0
2019,20,Thurgau,Y46T50,46-50 years,129.0,6,,,129000000.0
2020,20,Thurgau,Y46T50,46-50 years,133.243,6,,,133243000.0
2021,20,Thurgau,Y46T50,46-50 years,135.127,6,,,135127000.0
2022,20,Thurgau,Y46T50,46-50 years,128.067,6,,,128067000.0
2023,20,Thurgau,Y46T50,46-50 years,130.802,6,,,130801999.99999999
2024,20,Thurgau,Y46T50,46-50 years,124.679,6,,,124679000.0
2011,21,Ticino,Y46T50,46-50 years,154.823,6,,,154823000.0
2012,21,Ticino,Y46T50,46-50 years,155.503,6,,,155503000.0
2013,21,Ticino,Y46T50,46-50 years,167.14,6,,,167140000.0
2014,21,Ticino,Y46T50,46-50 years,171.641,6,,,171641000.0
2015,21,Ticino,Y46T50,46-50 years,179.19,6,,,179190000.0
2016,21,Ticino,Y46T50,46-50 years,178.788,6,,,178788000.0
2017,21,Ticino,Y46T50,46-50 years,188.982,6,,,188982000.0
2018,21,Ticino,Y46T50,46-50 years,195.377,6,,,195377000.0
2019,21,Ticino,Y46T50,46-50 years,200.275,6,,,200275000.0
2020,21,Ticino,Y46T50,46-50 years,199.998,6,,,199998000.0
2021,21,Ticino,Y46T50,46-50 years,212.728,6,,,212728000.0
2022,21,Ticino,Y46T50,46-50 years,214.902,6,,,214902000.0
2023,21,Ticino,Y46T50,46-50 years,217.877,6,,,217877000.0
2024,21,Ticino,Y46T50,46-50 years,211.207,6,,,211207000.0
2011,22,Vaud,Y46T50,46-50 years,367.195,6,,,367195000.0
2012,22,Vaud,Y46T50,46-50 years,364.054,6,,,364054000.0
2013,22,Vaud,Y46T50,46-50 years,372.55,6,,,372550000.0
2014,22,Vaud,Y46T50,46-50 years,381.034,6,,,381034000.0
2015,22,Vaud,Y46T50,46-50 years,388.569,6,,,388569000.0
2016,22,Vaud,Y46T50,46-50 years,400.483,6,,,400483000.0
2017,22,Vaud,Y46T50,46-50 years,421.606,6,,,421606000.0
2018,22,Vaud,Y46T50,46-50 years,414.374,6,,,414374000.0
2019,22,Vaud,Y46T50,46-50 years,421.643,6,,,421643000.0
2020,22,Vaud,Y46T50,46-50 years,437.82,6,,,437820000.0
2021,22,Vaud,Y46T50,46-50 years,469.241,6,,,469241000.0
2022,22,Vaud,Y46T50,46-50 years,476.692,6,,,476692000.0
2023,22,Vaud,Y46T50,46-50 years,479.612,6,,,479612000.0
2024,22,Vaud,Y46T50,46-50 years,506.394,6,,,506394000.0
2011,23,Valais,Y46T50,46-50 years,144.229,6,,,144229000.0
2012,23,Valais,Y46T50,46-50 years,143.43,6,,,143430000.0
2013,23,Valais,Y46T50,46-50 years,144.086,6,,,144086000.0
2014,23,Valais,Y46T50,46-50 years,145.269,6,,,145269000.0
2015,23,Valais,Y46T50,46-50 years,147.168,6,,,147168000.0
2016,23,Valais,Y46T50,46-50 years,160.419,6,,,160419000.0
2017,23,Valais,Y46T50,46-50 years,163.968,6,,,163968000.0
2018,23,Valais,Y46T50,46-50 years,177.948,6,,,177948000.0
2019,23,Valais,Y46T50,46-50 years,165.116,6,,,165116000.0
2020,23,Valais,Y46T50,46-50 years,169.866,6,,,169866000.0
2021,23,Valais,Y46T50,46-50 years,171.479,6,,,171479000.0
2022,23,Valais,Y46T50,46-50 years,166.092,6,,,166092000.0
2023,23,Valais,Y46T50,46-50 years,169.232,6,,,169232000.0
2024,23,Valais,Y46T50,46-50 years,167.673,6,,,167673000.0
2011,24,Neuchâtel,Y46T50,46-50 years,81.174,6,,,81174000.0
2012,24,Neuchâtel,Y46T50,46-50 years,81.375,6,,,81375000.0
2013,24,Neuchâtel,Y46T50,46-50 years,82.743,6,,,82743000.0
2014,24,Neuchâtel,Y46T50,46-50 years,84.67,6,,,84670000.0
2015,24,Neuchâtel,Y46T50,46-50 years,88.47,6,,,88470000.0
2016,24,Neuchâtel,Y46T50,46-50 years,92.352,6,,,92352000.0
2017,24,Neuchâtel,Y46T50,46-50 years,100.815,6,,,100815000.0
2018,24,Neuchâtel,Y46T50,46-50 years,101.858,6,,,101858000.0
2019,24,Neuchâtel,Y46T50,46-50 years,100.77,6,,,100770000.0
2020,24,Neuchâtel,Y46T50,46-50 years,103.435,6,,,103435000.0
2021,24,Neuchâtel,Y46T50,46-50 years,112.564,6,,,112564000.0
2022,24,Neuchâtel,Y46T50,46-50 years,109.322,6,,,109322000.0
2023,24,Neuchâtel,Y46T50,46-50 years,102.19,6,,,102190000.0
2024,24,Neuchâtel,Y46T50,46-50 years,102.481,6,,,102481000.0
2011,25,Genève,Y46T50,46-50 years,261.515,6,,,261515000.0
2012,25,Genève,Y46T50,46-50 years,254.619,6,,,254619000.0
2013,25,Genève,Y46T50,46-50 years,265.954,6,,,265954000.0
2014,25,Genève,Y46T50,46-50 years,264.176,6,,,264176000.0
2015,25,Genève,Y46T50,46-50 years,272.879,6,,,272879000.0
2016,25,Genève,Y46T50,46-50 years,277.069,6,,,277069000.0
2017,25,Genève,Y46T50,46-50 years,294.576,6,,,294576000.0
2018,25,Genève,Y46T50,46-50 years,285.746,6,,,285746000.0
2019,25,Genève,Y46T50,46-50 years,292.717,6,,,292717000.0
2020,25,Genève,Y46T50,46-50 years,302.64,6,,,302640000.0
2021,25,Genève,Y46T50,46-50 years,335.141,6,,,335141000.0
2022,25,Genève,Y46T50,46-50 years,338.478,6,,,338478000.0
2023,25,Genève,Y46T50,46-50 years,345.787,6,,,345787000.0
2024,25,Genève,Y46T50,46-50 years,349.36,6,,,349360000.0
2011,26,Jura,Y46T50,46-50 years,33.849,6,,,33849000.0
2012,26,Jura,Y46T50,46-50 years,33.432,6,,,33432000.000000004
2013,26,Jura,Y46T50,46-50 years,34.091,6,,,34091000.0
2014,26,Jura,Y46T50,46-50 years,35.769,6,,,35769000.0
2015,26,Jura,Y46T50,46-50 years,35.966,6,,,35966000.0
2016,26,Jura,Y46T50,46-50 years,37.035,6,,,37035000.0
2017,26,Jura,Y46T50,46-50 years,37.915,6,,,37915000.0
2018,26,Jura,Y46T50,46-50 years,39.189,6,,,39189000.0
2019,26,Jura,Y46T50,46-50 years,39.092,6,,,39092000.0
2020,26,Jura,Y46T50,46-50 years,35.395,6,,,35395000.0
2021,26,Jura,Y46T50,46-50 years,36.607,6,,,36607000.0
2022,26,Jura,Y46T50,46-50 years,37.239,6,,,37239000.0
2023,26,Jura,Y46T50,46-50 years,34.612,6,,,34612000.0
2024,26,Jura,Y46T50,46-50 years,34.58,6,,,34580000.0
2011,_T,Total,Y51T55,51-55 years,4269.092,6,,,4269091999.9999995
2012,_T,Total,Y51T55,51-55 years,4249.948,6,,,4249948000.0000005
2013,_T,Total,Y51T55,51-55 years,4517.266,6,,,4517266000.0
2014,_T,Total,Y51T55,51-55 years,4667.603,6,,,4667603000.0
2015,_T,Total,Y51T55,51-55 years,4919.354,6,,,4919354000.0
2016,_T,Total,Y51T55,51-55 years,5090.718,6,,,5090718000.0
2017,_T,Total,Y51T55,51-55 years,5468.962,6,,,5468962000.0
2018,_T,Total,Y51T55,51-55 years,5460.105,6,,,5460105000.0
2019,_T,Total,Y51T55,51-55 years,5522.062,6,,,5522062000.0
2020,_T,Total,Y51T55,51-55 years,5645.093,6,,,5645093000.0
2021,_T,Total,Y51T55,51-55 years,5936.389,6,,,5936389000.0
2022,_T,Total,Y51T55,51-55 years,5890.512,6,,,5890512000.0
2023,_T,Total,Y51T55,51-55 years,5833.277,6,,,5833277000.0
2024,_T,Total,Y51T55,51-55 years,5748.535,6,,,5748535000.0
2011,1,Zürich,Y51T55,51-55 years,715.745,6,,,715745000.0
2012,1,Zürich,Y51T55,51-55 years,718.241,6,,,718241000.0
2013,1,Zürich,Y51T55,51-55 years,756.381,6,,,756381000.0
2014,1,Zürich,Y51T55,51-55 years,781.269,6,,,781269000.0
2015,1,Zürich,Y51T55,51-55 years,825.92,6,,,825920000.0
2016,1,Zürich,Y51T55,51-55 years,870.241,6,,,870241000.0
2017,1,Zürich,Y51T55,51-55 years,932.143,6,,,932143000.0
2018,1,Zürich,Y51T55,51-55 years,950.184,6,,,950184000.0
2019,1,Zürich,Y51T55,51-55 years,961.449,6,,,961449000.0
2020,1,Zürich,Y51T55,51-55 years,977.208,6,,,977208000.0
2021,1,Zürich,Y51T55,51-55 years,1039.196,6,,,1039195999.9999999
2022,1,Zürich,Y51T55,51-55 years,1014.35,6,,,1014350000.0
2023,1,Zürich,Y51T55,51-55 years,1011.54,6,,,1011540000.0
2024,1,Zürich,Y51T55,51-55 years,1006.203,6,,,1006203000.0
2011,2,Bern,Y51T55,51-55 years,541.612,6,,,541612000.0
2012,2,Bern,Y51T55,51-55 years,539.086,6,,,539086000.0
2013,2,Bern,Y51T55,51-55 years,558.63,6,,,558630000.0
2014,2,Bern,Y51T55,51-55 years,575.533,6,,,575533000.0
2015,2,Bern,Y51T55,51-55 years,634.019,6,,,634019000.0
2016,2,Bern,Y51T55,51-55 years,649.124,6,,,649124000.0
2017,2,Bern,Y51T55,51-55 years,672.886,6,,,672886000.0
2018,2,Bern,Y51T55,51-55 years,680.761,6,,,680761000.0
2019,2,Bern,Y51T55,51-55 years,683.701,6,,,683701000.0
2020,2,Bern,Y51T55,51-55 years,719.071,6,,,719071000.0
2021,2,Bern,Y51T55,51-55 years,731.005,6,,,731005000.0
2022,2,Bern,Y51T55,51-55 years,685.267,6,,,685267000.0
2023,2,Bern,Y51T55,51-55 years,677.294,6,,,677294000.0
2024,2,Bern,Y51T55,51-55 years,649.141,6,,,649141000.0
2011,3,Luzern,Y51T55,51-55 years,186.124,6,,,186124000.0
2012,3,Luzern,Y51T55,51-55 years,185.008,6,,,185008000.0
2013,3,Luzern,Y51T55,51-55 years,194.292,6,,,194292000.0
2014,3,Luzern,Y51T55,51-55 years,198.797,6,,,198797000.0
2015,3,Luzern,Y51T55,51-55 years,206.803,6,,,206803000.0
2016,3,Luzern,Y51T55,51-55 years,220.204,6,,,220204000.0
2017,3,Luzern,Y51T55,51-55 years,244.054,6,,,244054000.0
2018,3,Luzern,Y51T55,51-55 years,232.069,6,,,232069000.0
2019,3,Luzern,Y51T55,51-55 years,244.04,6,,,244040000.0
2020,3,Luzern,Y51T55,51-55 years,246.641,6,,,246641000.0
2021,3,Luzern,Y51T55,51-55 years,259.827,6,,,259827000.0
2022,3,Luzern,Y51T55,51-55 years,248.915,6,,,248915000.0
2023,3,Luzern,Y51T55,51-55 years,240.665,6,,,240665000.0
2024,3,Luzern,Y51T55,51-55 years,230.257,6,,,230257000.0
2011,4,Uri,Y51T55,51-55 years,14.979,6,,,14979000.0
2012,4,Uri,Y51T55,51-55 years,14.31,6,,,14310000.0
2013,4,Uri,Y51T55,51-55 years,15.236,6,,,15236000.0
2014,4,Uri,Y51T55,51-55 years,15.586,6,,,15586000.0
2015,4,Uri,Y51T55,51-55 years,15.565,6,,,15565000.0
2016,4,Uri,Y51T55,51-55 years,15.573,6,,,15573000.0
2017,4,Uri,Y51T55,51-55 years,16.573,6,,,16573000.0
2018,4,Uri,Y51T55,51-55 years,17.109,6,,,17109000.0
2019,4,Uri,Y51T55,51-55 years,17.647,6,,,17647000.0
2020,4,Uri,Y51T55,51-55 years,17.966,6,,,17966000.0
2021,4,Uri,Y51T55,51-55 years,18.768,6,,,18768000.0
2022,4,Uri,Y51T55,51-55 years,18.047,6,,,18047000.0
2023,4,Uri,Y51T55,51-55 years,16.163,6,,,16163000.0
2024,4,Uri,Y51T55,51-55 years,19.224,6,,,19224000.0
2011,5,Schwyz,Y51T55,51-55 years,75.989,6,,,75989000.0
2012,5,Schwyz,Y51T55,51-55 years,76.308,6,,,76308000.0
2013,5,Schwyz,Y51T55,51-55 years,80.634,6,,,80634000.0
2014,5,Schwyz,Y51T55,51-55 years,80.093,6,,,80093000.0
2015,5,Schwyz,Y51T55,51-55 years,84.508,6,,,84508000.0
2016,5,Schwyz,Y51T55,51-55 years,87.828,6,,,87828000.0
2017,5,Schwyz,Y51T55,51-55 years,93.352,6,,,93352000.0
2018,5,Schwyz,Y51T55,51-55 years,90.918,6,,,90918000.0
2019,5,Schwyz,Y51T55,51-55 years,94.753,6,,,94753000.0
2020,5,Schwyz,Y51T55,51-55 years,99.994,6,,,99994000.0
2021,5,Schwyz,Y51T55,51-55 years,99.981,6,,,99981000.0
2022,5,Schwyz,Y51T55,51-55 years,138.193,6,,,138193000.0
2023,5,Schwyz,Y51T55,51-55 years,103.825,6,,,103825000.0
2024,5,Schwyz,Y51T55,51-55 years,94.197,6,,,94197000.0
2011,6,Obwalden,Y51T55,51-55 years,17.887,6,,,17887000.0
2012,6,Obwalden,Y51T55,51-55 years,17.308,6,,,17308000.0
2013,6,Obwalden,Y51T55,51-55 years,18.857,6,,,18857000.0
2014,6,Obwalden,Y51T55,51-55 years,19.602,6,,,19602000.0
2015,6,Obwalden,Y51T55,51-55 years,20.573,6,,,20573000.0
2016,6,Obwalden,Y51T55,51-55 years,21.699,6,,,21699000.0
2017,6,Obwalden,Y51T55,51-55 years,23.49,6,,,23490000.0
2018,6,Obwalden,Y51T55,51-55 years,22.678,6,,,22678000.0
2019,6,Obwalden,Y51T55,51-55 years,23.006,6,,,23006000.0
2020,6,Obwalden,Y51T55,51-55 years,23.876,6,,,23876000.0
2021,6,Obwalden,Y51T55,51-55 years,24.503,6,,,24503000.0
2022,6,Obwalden,Y51T55,51-55 years,22.974,6,,,22974000.0
2023,6,Obwalden,Y51T55,51-55 years,23.916,6,,,23916000.0
2024,6,Obwalden,Y51T55,51-55 years,24.861,6,,,24861000.0
2011,7,Nidwalden,Y51T55,51-55 years,17.802,6,,,17802000.0
2012,7,Nidwalden,Y51T55,51-55 years,17.627,6,,,17627000.0
2013,7,Nidwalden,Y51T55,51-55 years,18.419,6,,,18419000.0
2014,7,Nidwalden,Y51T55,51-55 years,18.269,6,,,18269000.0
2015,7,Nidwalden,Y51T55,51-55 years,19.235,6,,,19235000.0
2016,7,Nidwalden,Y51T55,51-55 years,20.236,6,,,20236000.0
2017,7,Nidwalden,Y51T55,51-55 years,20.647,6,,,20647000.0
2018,7,Nidwalden,Y51T55,51-55 years,21.744,6,,,21744000.0
2019,7,Nidwalden,Y51T55,51-55 years,22.791,6,,,22791000.0
2020,7,Nidwalden,Y51T55,51-55 years,22.131,6,,,22131000.0
2021,7,Nidwalden,Y51T55,51-55 years,23.393,6,,,23393000.0
2022,7,Nidwalden,Y51T55,51-55 years,25.774,6,,,25774000.0
2023,7,Nidwalden,Y51T55,51-55 years,24.039,6,,,24039000.0
2024,7,Nidwalden,Y51T55,51-55 years,22.104,6,,,22104000.0
2011,8,Glarus,Y51T55,51-55 years,23.068,6,,,23068000.0
2012,8,Glarus,Y51T55,51-55 years,21.451,6,,,21451000.0
2013,8,Glarus,Y51T55,51-55 years,21.095,6,,,21095000.0
2014,8,Glarus,Y51T55,51-55 years,23.523,6,,,23523000.0
2015,8,Glarus,Y51T55,51-55 years,23.271,6,,,23271000.0
2016,8,Glarus,Y51T55,51-55 years,23.803,6,,,23803000.0
2017,8,Glarus,Y51T55,51-55 years,60.423,6,,,60423000.0
2018,8,Glarus,Y51T55,51-55 years,25.419,6,,,25419000.0
2019,8,Glarus,Y51T55,51-55 years,25.307,6,,,25307000.0
2020,8,Glarus,Y51T55,51-55 years,25.479,6,,,25479000.0
2021,8,Glarus,Y51T55,51-55 years,27.596,6,,,27596000.0
2022,8,Glarus,Y51T55,51-55 years,26.213,6,,,26213000.0
2023,8,Glarus,Y51T55,51-55 years,31.727,6,,,31727000.0
2024,8,Glarus,Y51T55,51-55 years,27.038,6,,,27038000.0
2011,9,Zug,Y51T55,51-55 years,49.53,6,,,49530000.0
2012,9,Zug,Y51T55,51-55 years,50.998,6,,,50998000.0
2013,9,Zug,Y51T55,51-55 years,54.628,6,,,54628000.0
2014,9,Zug,Y51T55,51-55 years,57.886,6,,,57886000.0
2015,9,Zug,Y51T55,51-55 years,59.066,6,,,59066000.0
2016,9,Zug,Y51T55,51-55 years,62.749,6,,,62749000.0
2017,9,Zug,Y51T55,51-55 years,66.133,6,,,66132999.99999999
2018,9,Zug,Y51T55,51-55 years,66.39,6,,,66390000.0
2019,9,Zug,Y51T55,51-55 years,68.293,6,,,68293000.0
2020,9,Zug,Y51T55,51-55 years,72.601,6,,,72601000.0
2021,9,Zug,Y51T55,51-55 years,83.249,6,,,83249000.0
2022,9,Zug,Y51T55,51-55 years,83.161,6,,,83161000.0
2023,9,Zug,Y51T55,51-55 years,80.641,6,,,80641000.0
2024,9,Zug,Y51T55,51-55 years,81.577,6,,,81577000.0
2011,10,Fribourg,Y51T55,51-55 years,146.903,6,,,146903000.0
2012,10,Fribourg,Y51T55,51-55 years,150.911,6,,,150911000.0
2013,10,Fribourg,Y51T55,51-55 years,162.611,6,,,162611000.0
2014,10,Fribourg,Y51T55,51-55 years,165.853,6,,,165853000.0
2015,10,Fribourg,Y51T55,51-55 years,172.38,6,,,172380000.0
2016,10,Fribourg,Y51T55,51-55 years,180.709,6,,,180709000.0
2017,10,Fribourg,Y51T55,51-55 years,190.085,6,,,190085000.0
2018,10,Fribourg,Y51T55,51-55 years,198.809,6,,,198809000.0
2019,10,Fribourg,Y51T55,51-55 years,201.175,6,,,201175000.0
2020,10,Fribourg,Y51T55,51-55 years,207.353,6,,,207353000.0
2021,10,Fribourg,Y51T55,51-55 years,211.179,6,,,211179000.0
2022,10,Fribourg,Y51T55,51-55 years,216.813,6,,,216813000.0
